ParticleID,GroupNumber,Grid,Layer,Row,Column,LocalX,LocalY,LocalZ,ReleaseTime,Label,x,y
49,1,1,1,30,25,0.18996415583922613,0.5391666354888457,0.5,0,GP01,3870.394264934276,3366.2666616782153
50,1,1,1,30,25,0.18811664736616648,0.5196220373529116,0.5,0,GP01,3870.0986635785866,3363.139525976466
51,1,1,1,30,25,0.1875,0.5,0.5,0,GP01,3870.0,3360.0
52,1,1,1,30,25,0.18811664736616648,0.48037796264708843,0.5,0,GP01,3870.0986635785866,3356.860474023534
53,1,1,1,30,25,0.18996415583922613,0.4608333645111543,0.5,0,GP01,3870.394264934276,3353.7333383217847
54,1,1,1,30,25,0.19303523414728546,0.4414433391919601,0.5,0,GP01,3870.8856374635657,3350.6309342707136
55,1,1,1,30,25,0.19731776214730418,0.4222844102609826,0.5,0,GP01,3871.5708419435687,3347.565505641757
56,1,1,1,30,25,0.20279483865776343,0.40343218925783053,0.5,0,GP01,3872.447174185242,3344.5491502812524
57,1,1,1,30,25,0.20944484815992154,0.3849610772860388,0.5,0,GP01,3873.5111757055874,3341.593772365766
58,1,1,1,30,25,0.21724154610436983,0.3669439713859106,0.5,0,GP01,3874.758647376699,3338.711035421746
59,1,1,1,30,25,0.2261541624862929,0.3494519768432156,0.5,0,GP01,3876.184665997807,3335.912316294914
60,1,1,1,30,25,0.23614752328062139,0.3325541265690617,0.5,0,GP01,3877.7836037248994,3333.2086602510503
61,1,1,1,30,25,0.24718218925782764,0.3163171086586033,0.5,0,GP01,3879.5491502812524,3330.6107373853765
62,1,1,1,30,25,0.25921461163256654,0.30080500320353853,0.5,0,GP01,3881.4743378612106,3328.1288005125657
63,1,1,1,30,25,0.27219730393080965,0.28607902939728547,0.5,0,GP01,3883.5515686289295,3325.7726447035657
64,1,1,1,30,25,0.28607902939728547,0.27219730393080677,0.5,0,GP01,3885.7726447035657,3323.5515686289295
65,1,1,1,30,25,0.30080500320353565,0.2592146116325693,0.5,0,GP01,3888.1288005125657,3321.4743378612106
66,1,1,1,30,25,0.3163171086586033,0.24718218925783053,0.5,0,GP01,3890.6107373853765,3319.5491502812524
67,1,1,1,30,25,0.3325541265690646,0.23614752328062427,0.5,0,GP01,3893.2086602510503,3317.7836037248994
68,1,1,1,30,25,0.3494519768432127,0.22615416248629572,0.5,0,GP01,3895.912316294914,3316.184665997807
69,1,1,1,30,25,0.3669439713859163,0.21724154610436697,0.5,0,GP01,3898.7110354217466,3314.758647376699
70,1,1,1,30,25,0.38496107728603873,0.2094448481599216,0.5,0,GP01,3901.593772365766,3313.5111757055874
71,1,1,1,30,25,0.40343218925782764,0.20279483865776338,0.5,0,GP01,3904.5491502812524,3312.447174185242
72,1,1,1,30,25,0.4222844102609827,0.19731776214730412,0.5,0,GP01,3907.565505641757,3311.5708419435687
73,1,1,1,30,25,0.44144333919196016,0.19303523414728263,0.5,0,GP01,3910.6309342707136,3310.8856374635657
74,1,1,1,30,25,0.4608333645111543,0.1899641558392261,0.5,0,GP01,3913.7333383217847,3310.394264934276
75,1,1,1,30,25,0.48037796264708843,0.1881166473661665,0.5,0,GP01,3916.860474023534,3310.0986635785866
76,1,1,1,30,25,0.5,0.1875,0.5,0,GP01,3920.0,3310.0
77,1,1,1,30,25,0.5196220373529116,0.1881166473661665,0.5,0,GP01,3923.139525976466,3310.0986635785866
78,1,1,1,30,25,0.5391666354888457,0.1899641558392261,0.5,0,GP01,3926.2666616782153,3310.394264934276
79,1,1,1,30,25,0.5585566608080399,0.19303523414728263,0.5,0,GP01,3929.3690657292864,3310.8856374635657
80,1,1,1,30,25,0.5777155897390174,0.19731776214730412,0.5,0,GP01,3932.434494358243,3311.5708419435687
81,1,1,1,30,25,0.5965678107421724,0.20279483865776338,0.5,0,GP01,3935.4508497187476,3312.447174185242
82,1,1,1,30,25,0.6150389227139612,0.2094448481599216,0.5,0,GP01,3938.406227634234,3313.5111757055874
83,1,1,1,30,25,0.6330560286140866,0.21724154610436697,0.5,0,GP01,3941.288964578254,3314.758647376699
84,1,1,1,30,25,0.6505480231567873,0.22615416248629572,0.5,0,GP01,3944.087683705086,3316.184665997807
85,1,1,1,30,25,0.6674458734309354,0.23614752328062427,0.5,0,GP01,3946.7913397489497,3317.7836037248994
86,1,1,1,30,25,0.6836828913413967,0.24718218925783053,0.5,0,GP01,3949.3892626146235,3319.549150281253
87,1,1,1,30,25,0.6991949967964644,0.2592146116325693,0.5,0,GP01,3951.8711994874343,3321.4743378612106
88,1,1,1,30,25,0.7139209706027145,0.27219730393080677,0.5,0,GP01,3954.2273552964343,3323.5515686289295
89,1,1,1,30,25,0.7278026960691903,0.28607902939728547,0.5,0,GP01,3956.4484313710705,3325.7726447035657
90,1,1,1,30,25,0.7407853883674335,0.30080500320353853,0.5,0,GP01,3958.5256621387894,3328.1288005125657
91,1,1,1,30,25,0.7528178107421724,0.3163171086586033,0.5,0,GP01,3960.4508497187476,3330.6107373853765
92,1,1,1,30,25,0.7638524767193786,0.3325541265690617,0.5,0,GP01,3962.2163962751006,3333.2086602510503
93,1,1,1,30,25,0.7738458375137072,0.3494519768432156,0.5,0,GP01,3963.815334002193,3335.912316294914
94,1,1,1,30,25,0.7827584538956301,0.3669439713859163,0.5,0,GP01,3965.241352623301,3338.7110354217466
95,1,1,1,30,25,0.7905551518400784,0.3849610772860388,0.5,0,GP01,3966.4888242944126,3341.593772365766
96,1,1,1,30,25,0.7972051613422366,0.40343218925783053,0.5,0,GP01,3967.552825814758,3344.549150281253
97,1,1,1,30,25,0.8026822378526959,0.4222844102609826,0.5,0,GP01,3968.4291580564313,3347.565505641757
98,1,1,1,30,25,0.8069647658527146,0.4414433391919601,0.5,0,GP01,3969.1143625364343,3350.6309342707136
99,1,1,1,30,25,0.8100358441607739,0.4608333645111543,0.5,0,GP01,3969.605735065724,3353.7333383217847
100,1,1,1,30,25,0.8118833526338335,0.48037796264708843,0.5,0,GP01,3969.9013364214134,3356.860474023534
